50	0.153
51	0.023
52	0.038
53	0.032
54	0.021
55	0.022
56	0.024
57	0.023
58	0.022
59	0.026
60	0.024
61	0.029
62	0.028
63	0.028
64	0.031
65	0.029
66	0.029
67	0.033
68	0.036
69	0.036
70	0.034
71	0.033
72	0.036
73	0.04
74	0.039
75	0.036
76	0.041
77	0.039
78	0.048
79	0.04
80	0.046
81	0.043
82	0.045
83	0.045
84	0.055
85	0.047
86	0.052
87	0.052
88	0.052
89	0.061
90	0.057
91	0.059
92	0.059
93	0.064
94	0.066
95	0.06
96	0.072
97	0.066
98	0.065
99	0.1
100	0.073
101	0.068
102	0.074
103	0.076
104	0.077
105	0.073
106	0.077
107	0.081
108	0.083
109	0.082
110	0.086
111	0.09
112	0.107
113	0.103
114	0.105
115	0.103
116	0.097
117	0.098
118	0.094
119	0.103
120	0.104
121	0.105
122	0.105
123	0.105
124	0.115
125	0.111
126	0.111
127	0.117
128	0.114
129	0.126
130	0.123
131	0.125
132	0.123
133	0.133
134	0.13
135	0.129
136	0.135
137	0.135
138	0.137
139	0.142
140	0.141
141	0.141
142	0.149
143	0.15
144	0.156
145	0.156
146	0.164
147	0.163
148	0.16
149	0.164
150	0.165
151	0.167
152	0.171
153	0.171
154	0.178
155	0.169
156	0.182
157	0.184
158	0.181
159	0.217
160	0.194
161	0.191
162	0.187
163	0.189
164	0.195
165	0.197
166	0.201
167	0.198
168	0.206
169	0.208
170	0.212
171	0.217
172	0.22
173	0.216
174	0.222
175	0.221
176	0.222
177	0.227
178	0.233
179	0.241
180	0.234
181	0.258
182	0.247
183	0.242
184	0.245
185	0.262
186	0.259
187	0.26
188	0.257
189	0.26
190	0.267
191	0.272
192	0.281
193	0.283
194	0.317
195	0.293
196	0.287
197	0.282
198	0.286
199	0.301
200	0.296
201	0.3
202	0.3
203	0.306
204	0.314
205	0.312
206	0.32
207	0.318
208	0.322
209	0.326
210	0.328
211	0.325
212	0.331
213	0.334
214	0.338
215	0.341
216	0.361
217	0.415
218	0.369
219	0.397
220	0.424
221	0.448
222	0.445
223	0.407
224	0.49
225	0.377
226	0.458
227	0.442
228	0.383
229	0.425
230	0.469
231	0.396
232	0.414
233	0.408
234	0.414
235	0.415
236	0.456
237	0.428
238	0.429
239	0.433
240	0.429
241	0.44
242	0.44
243	0.451
244	0.453
245	0.453
246	0.468
247	0.54
248	0.47
249	0.478
250	0.517
251	0.513
252	0.523
253	0.487
254	0.505
255	0.508
256	0.484
257	0.536
258	0.522
259	0.517
260	0.538
261	0.52
262	0.661
263	0.569
264	0.544
265	0.574
266	0.535
267	0.555
268	0.55
269	0.564
270	0.577
271	0.586
272	0.58
273	0.601
274	0.589
275	0.605
276	0.603
277	0.595
278	0.649
279	0.652
280	0.713
281	0.692
282	0.659
283	0.619
284	0.636
285	0.761
286	0.704
287	0.698
288	0.707
289	0.728
290	0.886
291	0.681
292	0.66
293	0.677
294	0.684
295	0.73
296	0.75
297	0.693
298	0.766
299	0.769
300	0.709
301	0.71
302	0.724
303	0.718
304	0.801
305	0.782
306	0.916
307	0.81
308	0.762
309	0.774
310	0.759
311	0.774
312	0.774
313	0.789
314	0.83
315	0.788
316	0.847
317	0.798
318	0.815
319	0.842
320	0.868
321	0.864
322	0.837
323	0.887
324	0.901
325	0.881
326	0.839
327	0.862
328	0.864
329	0.883
330	0.872
331	0.907
332	0.879
333	0.951
334	0.916
335	0.92
336	0.909
337	1.052
338	1.023
339	0.938
340	0.945
341	0.98
342	1.002
343	0.994
344	1.067
345	1.013
346	1.093
347	1.119
348	1.052
349	1.131
350	1.118
351	1.096
352	1.269
353	1.128
354	1.135
355	1.091
356	1.132
357	1.135
358	1.207
359	1.157
360	1.184
361	1.153
362	1.211
363	1.171
364	1.167
365	1.186
366	1.192
367	1.502
368	1.286
369	1.279
370	1.298
371	1.249
372	1.35
373	1.249
374	1.31
375	1.346
376	1.262
377	1.282
378	1.303
379	1.291
380	1.306
381	1.369
382	1.318
383	1.342
384	1.391
385	1.396
386	1.446
387	1.399
388	1.403
389	1.412
390	1.507
391	1.539
392	1.466
393	1.469
394	1.536
395	1.492
396	1.49
397	1.501
398	1.526
399	1.583
400	1.526
401	1.817
402	1.564
403	1.57
404	1.58
405	1.744
406	1.689
407	1.726
408	1.683
409	1.985
410	1.763
411	1.736
412	1.806
413	1.689
414	1.708
415	2.027
416	1.795
417	2.027
418	1.814
419	1.753
420	1.875
421	1.802
422	1.96
423	1.835
424	1.845
425	1.937
426	2.068
427	1.902
428	1.943
429	2.024
430	1.872
431	1.983
432	1.947
433	1.937
434	1.969
435	2.007
436	1.981
437	2.179
438	2.145
439	2.164
440	2.115
441	2.237
442	2.191
443	2.147
444	2.121
445	2.085
446	2.144
447	2.174
448	2.216
449	2.365
450	2.223
451	2.398
452	2.321
453	2.4
454	2.25
455	2.428
456	2.367
457	2.432
458	2.449
459	2.481
460	2.522
461	2.562
462	2.543
463	2.591
464	2.566
465	2.779
466	2.757
467	2.752
468	2.661
469	2.643
470	2.619
471	2.7
472	2.871
473	2.622
474	2.793
475	2.641
476	2.75
477	2.632
478	3.06
479	3.013
480	2.833
481	2.795
482	3.242
483	2.79
484	2.786
485	2.936
486	2.823
487	2.848
488	2.9
489	2.863
490	2.896
491	2.911
492	2.876
493	2.912
494	2.963
495	2.967
496	3.103
497	3.083
498	3.018
499	3.235
500	3.076
501	3.102
502	3.218
503	3.094
504	3.182
505	3.224
506	3.175
507	3.262
508	3.219
509	3.259
510	3.26
511	3.349
512	3.317
513	3.684
514	3.391
515	3.386
516	3.463
517	3.389
518	3.605
519	3.48
520	3.456
521	3.474
522	3.482
523	3.487
524	3.646
525	3.483
526	3.552
527	3.621
528	3.567
529	3.824
530	3.608
531	4.007
532	3.812
533	3.9
534	4.023
535	3.825
536	3.842
537	3.914
538	3.976
539	3.815
540	3.952
541	3.908
542	3.871
543	4.04
544	4.024
545	3.927
546	4.125
547	4.312
548	4.254
549	4.089
550	4.36
551	4.08
552	4.134
553	4.139
554	4.168
555	4.149
556	4.162
557	4.24
558	4.233
559	4.564
560	4.305
561	4.392
562	4.324
563	4.396
564	4.473
565	4.443
566	4.928
567	4.821
568	5.839
569	5.297
570	5.157
571	5.697
572	5.528
573	5.18
574	5.184
575	5.851
576	5.304
577	4.897
578	4.807
579	4.674
580	4.824
581	4.68
582	4.84
583	4.893
584	5.048
585	4.897
586	5.118
587	5.162
588	4.993
589	5.144
590	5.358
591	5.133
592	5.167
593	5.025
594	5.131
595	5.117
596	5.39
597	5.34
598	5.682
599	5.424
600	5.47
601	5.665
602	5.64
603	5.525
604	5.492
605	5.691
606	5.769
607	5.786
608	5.623
609	5.559
610	5.708
611	5.598
612	5.846
613	5.982
614	5.688
615	5.962
616	5.785
617	6.015
618	5.975
619	5.723
620	5.854
621	5.664
622	6.017
623	6.283
624	6.143
625	6.803
626	6.499
627	6.243
628	6.197
629	6.184
630	6.333
631	6.486
632	6.224
633	6.458
634	6.204
635	6.353
636	6.382
637	6.297
638	6.285
639	6.357
640	6.433
641	6.385
642	6.359
643	6.331
644	6.447
645	6.456
646	6.489
647	6.594
648	6.607
649	6.578
650	6.629
651	6.803
652	6.636
653	6.785
654	6.719
655	6.733
656	6.965
657	6.817
658	7.113
659	7.132
660	7.102
661	7.108
662	7.409
663	7.439
664	7.314
665	7.257
666	7.175
667	7.062
668	7.191
669	7.14
670	7.513
671	7.227
672	7.553
673	7.399
674	7.474
675	7.549
676	7.55
677	7.572
678	7.719
679	7.558
680	7.518
681	7.689
682	7.668
683	7.76
684	7.671
685	7.664
686	7.929
687	7.792
688	7.694
689	7.829
690	7.799
691	7.837
692	8.092
693	8.09
694	8.312
695	7.881
696	8.274
697	8.218
698	8.086
699	8.187
700	8.197
701	8.15
702	8.119
703	8.198
704	8.452
705	8.336
706	8.334
707	8.356
708	8.412
709	8.495
710	8.413
711	8.378
712	8.531
713	8.539
714	8.596
715	8.721
716	8.777
717	8.629
718	8.715
719	8.696
720	8.709
721	8.866
722	8.811
723	8.849
724	8.884
725	8.976
726	9.153
727	9.235
728	9.289
729	9.196
730	9.283
731	9.116
732	9.226
733	9.304
734	9.512
735	9.341
736	9.625
737	9.35
738	9.474
739	9.419
740	9.858
741	9.527
742	9.989
743	9.847
744	9.804
745	9.639
746	9.83
747	9.843
748	9.862
749	9.755
750	9.867
751	10.047
752	10.063
753	10.056
754	9.984
755	10.171
756	10.681
757	10.269
758	10.219
759	10.077
760	10.421
761	10.47
762	10.56
763	10.444
764	10.405
765	10.42
766	10.502
767	10.388
768	10.481
769	10.539
770	10.556
771	10.619
772	10.742
773	10.739
774	10.649
775	10.696
776	10.837
777	11.038
778	10.937
779	10.819
780	11.141
781	11.138
782	11.089
783	11.406
784	11.369
785	11.145
786	11.537
787	11.727
788	12.102
789	11.862
790	12.045
791	11.497
792	11.637
793	11.409
794	11.62
795	11.65
796	11.504
797	11.634
798	11.695
799	11.748
